FlightID,Airline,FlightNumber,Origin,Destination,ScheduledDeparture,ActualDeparture,ScheduledArrival,ActualArrival,DelayMinutes,DelayReason,Cancelled,Diverted,AircraftType,TailNumber,Distance
1727101,United,8955,ORD,SFO,2024-09-01 09:59,2024-09-01 10:27,2024-09-01 14:59,2024-09-01 14:55,-4,,False,True,Boeing 777,N39523,691
1727102,American Airlines,3430,LAX,BOS,2024-09-01 10:38,2024-09-01 10:38,2024-09-01 12:38,2024-09-01 12:29,-9,,False,True,Boeing 737,N97178,140
1727103,Southwest,8841,LAX,SEA,2024-09-01 08:55,2024-09-01 08:58,2024-09-01 10:55,2024-09-01 11:23,28,Air Traffic Control,False,False,Airbus A320,N12677,1802
1727104,United,3553,JFK,MIA,2024-09-01 01:44,2024-09-01 01:52,2024-09-01 03:44,2024-09-01 03:35,-9,,True,False,Boeing 777,N99742,2523
1727105,American Airlines,7480,LAX,MIA,2024-09-01 17:24,2024-09-01 17:38,2024-09-01 19:24,2024-09-01 19:17,-7,,True,False,Boeing 777,N50123,2044
1727106,Delta,4633,DFW,MIA,2024-09-01 12:08,2024-09-01 12:31,2024-09-01 16:08,2024-09-01 16:13,5,Weather,False,False,Airbus A320,N77949,1052
1727107,United,4740,JFK,JFK,2024-09-01 01:56,2024-09-01 02:18,2024-09-01 03:56,2024-09-01 04:26,30,Weather,True,True,Airbus A320,N57479,1234
1727108,Delta,6818,DFW,JFK,2024-09-01 19:19,2024-09-01 19:47,2024-09-01 23:19,2024-09-01 23:20,1,Weather,True,False,Boeing 737,N70413,2754
1727109,American Airlines,4055,ATL,SEA,2024-09-01 13:24,2024-09-01 13:32,2024-09-01 18:24,2024-09-01 18:24,0,,False,False,Boeing 737,N42524,2648
1727110,United,1275,JFK,SFO,2024-09-01 07:13,2024-09-01 07:27,2024-09-01 13:13,2024-09-01 13:28,15,Air Traffic Control,False,False,Boeing 777,N25846,1977
1727111,United,4210,DFW,BOS,2024-09-01 02:11,2024-09-01 02:25,2024-09-01 08:11,2024-09-01 08:14,3,Air Traffic Control,True,False,Airbus A320,N85082,2001
1727112,Delta,6620,LAX,SEA,2024-09-01 18:52,2024-09-01 19:18,2024-09-01 22:52,2024-09-01 22:54,2,Weather,False,False,Boeing 777,N98872,879
1727113,Southwest,8352,ORD,SEA,2024-09-01 14:32,2024-09-01 15:00,2024-09-01 16:32,2024-09-01 16:28,-4,,False,True,Airbus A320,N37557,2913
1727114,United,2636,ORD,JFK,2024-09-01 17:55,2024-09-01 18:01,2024-09-01 21:55,2024-09-01 22:22,27,Air Traffic Control,True,False,Airbus A320,N78485,1090
1727115,Southwest,1253,ORD,BOS,2024-09-01 13:37,2024-09-01 13:59,2024-09-01 16:37,2024-09-01 16:55,18,Air Traffic Control,True,True,Boeing 777,N26324,2569
1727116,United,7281,JFK,SFO,2024-09-01 15:41,2024-09-01 16:09,2024-09-01 18:41,2024-09-01 19:05,24,Weather,False,False,Boeing 777,N76076,740
1727117,American Airlines,0623,ORD,JFK,2024-09-01 06:13,2024-09-01 06:22,2024-09-01 09:13,2024-09-01 09:13,0,,True,True,Boeing 737,N36658,791
1727118,Southwest,8638,LAX,SEA,2024-09-01 05:37,2024-09-01 05:47,2024-09-01 11:37,2024-09-01 11:59,22,Weather,False,True,Boeing 737,N58688,1202
1727119,Southwest,1445,DFW,MIA,2024-09-01 01:09,2024-09-01 01:22,2024-09-01 03:09,2024-09-01 03:18,9,Maintenance,False,True,Boeing 737,N60290,1961
1727120,American Airlines,9860,ATL,SFO,2024-09-01 00:49,2024-09-01 00:54,2024-09-01 05:49,2024-09-01 06:14,25,Weather,True,False,Airbus A320,N21266,392
1727121,Southwest,5255,ORD,SEA,2024-09-01 16:30,2024-09-01 16:49,2024-09-01 21:30,2024-09-01 21:21,-9,,False,True,Boeing 737,N50291,1105
1727122,American Airlines,3885,ATL,JFK,2024-09-01 23:15,2024-09-01 23:27,2024-09-02 03:15,2024-09-02 03:29,14,Air Traffic Control,True,False,Airbus A320,N54768,1763
1727123,American Airlines,6618,DFW,BOS,2024-09-01 02:46,2024-09-01 02:59,2024-09-01 03:46,2024-09-01 03:51,5,Weather,False,False,Boeing 737,N49458,289
1727124,United,1146,ORD,SFO,2024-09-01 17:41,2024-09-01 18:07,2024-09-01 21:41,2024-09-01 22:00,19,Air Traffic Control,True,True,Airbus A320,N77307,1267
1727125,American Airlines,0092,JFK,SEA,2024-09-01 10:02,2024-09-01 10:11,2024-09-01 12:02,2024-09-01 12:19,17,Air Traffic Control,False,True,Boeing 777,N62208,912
1727126,United,6412,ATL,SFO,2024-09-01 03:59,2024-09-01 04:16,2024-09-01 08:59,2024-09-01 09:02,3,Maintenance,False,True,Boeing 777,N42702,1169
1727127,American Airlines,3265,ORD,SEA,2024-09-01 20:29,2024-09-01 20:36,2024-09-02 00:29,2024-09-02 00:42,13,Weather,True,False,Boeing 737,N20733,821
1727128,Delta,0443,JFK,JFK,2024-09-01 18:01,2024-09-01 18:13,2024-09-02 00:01,2024-09-02 00:03,2,Air Traffic Control,False,False,Airbus A320,N98161,1614
1727129,American Airlines,7924,DFW,BOS,2024-09-01 08:36,2024-09-01 08:46,2024-09-01 13:36,2024-09-01 13:40,4,Weather,True,True,Boeing 777,N84241,2107
1727130,United,8337,ATL,MIA,2024-09-01 13:36,2024-09-01 13:58,2024-09-01 15:36,2024-09-01 15:47,11,Air Traffic Control,False,False,Airbus A320,N57386,260
1727131,Delta,1551,ORD,SFO,2024-09-01 16:18,2024-09-01 16:24,2024-09-01 22:18,2024-09-01 22:37,19,Maintenance,True,True,Airbus A320,N28888,2547
1727132,Delta,3572,LAX,MIA,2024-09-01 02:39,2024-09-01 03:08,2024-09-01 05:39,2024-09-01 06:04,25,Maintenance,False,False,Airbus A320,N79813,2606
1727133,Delta,3477,LAX,SEA,2024-09-01 16:26,2024-09-01 16:51,2024-09-01 22:26,2024-09-01 22:38,12,Air Traffic Control,True,False,Airbus A320,N62215,1398
1727134,American Airlines,2586,LAX,JFK,2024-09-01 01:51,2024-09-01 01:51,2024-09-01 07:51,2024-09-01 07:46,-5,,True,False,Boeing 737,N73417,396
1727135,Delta,2776,ORD,BOS,2024-09-01 22:25,2024-09-01 22:34,2024-09-02 00:25,2024-09-02 00:28,3,Maintenance,False,True,Boeing 737,N66370,520
1727136,Southwest,0896,LAX,SEA,2024-09-01 21:00,2024-09-01 21:30,2024-09-02 01:00,2024-09-02 01:25,25,Air Traffic Control,False,False,Boeing 737,N34236,1525
1727137,United,6164,JFK,SFO,2024-09-01 01:50,2024-09-01 02:04,2024-09-01 02:50,2024-09-01 02:45,-5,,True,False,Boeing 737,N10497,2137
1727138,Delta,7684,ATL,JFK,2024-09-01 13:39,2024-09-01 14:08,2024-09-01 19:39,2024-09-01 20:06,27,Weather,False,True,Boeing 737,N93915,1526
1727139,Southwest,0279,LAX,BOS,2024-09-01 23:20,2024-09-01 23:39,2024-09-02 03:20,2024-09-02 03:15,-5,,True,True,Boeing 737,N92584,2481
1727140,Delta,5195,DFW,JFK,2024-09-01 02:04,2024-09-01 02:11,2024-09-01 08:04,2024-09-01 07:56,-8,,True,True,Boeing 737,N80545,1564
1727141,Southwest,7285,JFK,BOS,2024-09-01 09:35,2024-09-01 09:36,2024-09-01 15:35,2024-09-01 15:53,18,Maintenance,False,True,Boeing 737,N47263,1831
1727142,American Airlines,8368,DFW,SFO,2024-09-01 10:12,2024-09-01 10:20,2024-09-01 14:12,2024-09-01 14:24,12,Air Traffic Control,True,True,Airbus A320,N71585,2393
1727143,American Airlines,3755,ORD,SFO,2024-09-01 05:33,2024-09-01 05:57,2024-09-01 06:33,2024-09-01 06:51,18,Weather,False,False,Boeing 777,N36328,2580
1727144,American Airlines,6521,DFW,BOS,2024-09-01 02:20,2024-09-01 02:41,2024-09-01 07:20,2024-09-01 07:32,12,Air Traffic Control,False,True,Boeing 737,N73898,559
1727145,United,2927,LAX,SEA,2024-09-01 10:53,2024-09-01 11:13,2024-09-01 14:53,2024-09-01 15:20,27,Weather,True,False,Boeing 777,N18172,1135
1727146,Southwest,8439,JFK,JFK,2024-09-01 13:40,2024-09-01 13:49,2024-09-01 14:40,2024-09-01 14:50,10,Maintenance,True,False,Boeing 777,N69181,785
1727147,United,1241,JFK,JFK,2024-09-01 13:44,2024-09-01 13:51,2024-09-01 15:44,2024-09-01 15:51,7,Maintenance,False,True,Boeing 777,N43555,393
1727148,American Airlines,9365,JFK,SFO,2024-09-01 04:08,2024-09-01 04:36,2024-09-01 05:08,2024-09-01 05:19,11,Weather,False,False,Airbus A320,N71980,2481
1727149,American Airlines,1783,DFW,JFK,2024-09-01 00:54,2024-09-01 01:10,2024-09-01 05:54,2024-09-01 06:02,8,Air Traffic Control,False,False,Airbus A320,N17132,1335
1727150,Southwest,0628,DFW,JFK,2024-09-01 14:36,2024-09-01 14:46,2024-09-01 16:36,2024-09-01 16:47,11,Air Traffic Control,False,True,Boeing 737,N99009,2361
1727151,American Airlines,4483,ORD,JFK,2024-09-01 02:04,2024-09-01 02:04,2024-09-01 05:04,2024-09-01 05:34,30,Air Traffic Control,False,True,Boeing 777,N88005,2860
1727152,Delta,5168,JFK,JFK,2024-09-01 13:37,2024-09-01 14:07,2024-09-01 16:37,2024-09-01 16:41,4,Air Traffic Control,False,False,Boeing 777,N64423,441
1727153,Southwest,8811,LAX,SEA,2024-09-01 22:09,2024-09-01 22:18,2024-09-02 00:09,2024-09-02 00:12,3,Weather,False,False,Boeing 737,N98032,481
1727154,United,0059,DFW,BOS,2024-09-01 00:57,2024-09-01 01:06,2024-09-01 06:57,2024-09-01 07:10,13,Air Traffic Control,False,False,Boeing 737,N18169,1649
1727155,Delta,6424,ATL,BOS,2024-09-01 16:41,2024-09-01 16:50,2024-09-01 17:41,2024-09-01 17:41,0,,False,True,Boeing 737,N95367,2929
1727156,Southwest,5825,ORD,SEA,2024-09-01 00:03,2024-09-01 00:33,2024-09-01 01:03,2024-09-01 00:53,-10,,True,True,Airbus A320,N75247,2404
1727157,American Airlines,7738,LAX,SFO,2024-09-01 14:40,2024-09-01 15:10,2024-09-01 18:40,2024-09-01 18:37,-3,,False,True,Airbus A320,N85663,666
1727158,Delta,8825,ORD,BOS,2024-09-01 03:15,2024-09-01 03:43,2024-09-01 09:15,2024-09-01 09:39,24,Maintenance,False,False,Airbus A320,N80026,628
1727159,United,2661,LAX,JFK,2024-09-01 10:36,2024-09-01 11:06,2024-09-01 16:36,2024-09-01 16:31,-5,,False,True,Boeing 777,N24406,2275
1727160,American Airlines,9813,DFW,BOS,2024-09-01 21:08,2024-09-01 21:32,2024-09-02 03:08,2024-09-02 03:05,-3,,False,True,Airbus A320,N89716,513
1727161,United,1186,LAX,MIA,2024-09-01 01:49,2024-09-01 02:08,2024-09-01 07:49,2024-09-01 07:41,-8,,False,False,Boeing 737,N38464,184
1727162,United,0157,ATL,MIA,2024-09-01 05:30,2024-09-01 05:51,2024-09-01 11:30,2024-09-01 11:37,7,Weather,True,False,Boeing 737,N28149,2406
1727163,Delta,7380,JFK,SEA,2024-09-01 11:32,2024-09-01 11:58,2024-09-01 14:32,2024-09-01 14:50,18,Maintenance,False,False,Airbus A320,N25577,2001
1727164,United,5113,ATL,BOS,2024-09-01 04:28,2024-09-01 04:55,2024-09-01 09:28,2024-09-01 09:50,22,Weather,False,True,Boeing 737,N22944,1293
1727165,United,8510,DFW,JFK,2024-09-01 22:07,2024-09-01 22:21,2024-09-02 01:07,2024-09-02 00:58,-9,,True,True,Boeing 777,N92246,224
1727166,United,0333,ATL,MIA,2024-09-01 02:12,2024-09-01 02:30,2024-09-01 04:12,2024-09-01 04:33,21,Air Traffic Control,False,False,Boeing 737,N87072,2350
1727167,United,8255,DFW,MIA,2024-09-01 12:03,2024-09-01 12:23,2024-09-01 13:03,2024-09-01 13:21,18,Weather,False,True,Boeing 777,N25291,851
1727168,American Airlines,6737,ATL,SFO,2024-09-01 06:00,2024-09-01 06:08,2024-09-01 12:00,2024-09-01 12:17,17,Maintenance,True,True,Airbus A320,N96438,1440
1727169,American Airlines,3801,LAX,BOS,2024-09-01 13:46,2024-09-01 14:09,2024-09-01 19:46,2024-09-01 19:40,-6,,True,False,Airbus A320,N75639,512
1727170,Southwest,0518,JFK,SEA,2024-09-01 17:16,2024-09-01 17:16,2024-09-01 21:16,2024-09-01 21:15,-1,,False,True,Boeing 777,N83188,1253
1727171,United,2885,LAX,MIA,2024-09-01 08:42,2024-09-01 08:56,2024-09-01 12:42,2024-09-01 12:37,-5,,False,False,Airbus A320,N32512,2983
1727172,American Airlines,5217,LAX,SFO,2024-09-01 10:25,2024-09-01 10:53,2024-09-01 13:25,2024-09-01 13:28,3,Maintenance,True,False,Boeing 777,N70650,2094
1727173,Southwest,4891,LAX,MIA,2024-09-01 19:27,2024-09-01 19:37,2024-09-01 22:27,2024-09-01 22:35,8,Air Traffic Control,False,True,Airbus A320,N78421,1040
1727174,American Airlines,0149,ATL,SFO,2024-09-01 23:33,2024-09-02 00:03,2024-09-02 03:33,2024-09-02 03:45,12,Air Traffic Control,True,True,Boeing 737,N44647,2789
1727175,Delta,0498,ORD,SEA,2024-09-01 20:10,2024-09-01 20:19,2024-09-01 23:10,2024-09-01 23:24,14,Maintenance,False,False,Boeing 777,N84514,1267
1727176,Southwest,3942,DFW,SFO,2024-09-01 11:38,2024-09-01 11:59,2024-09-01 15:38,2024-09-01 15:52,14,Maintenance,False,True,Airbus A320,N75863,2026
1727177,United,2436,LAX,SEA,2024-09-01 17:02,2024-09-01 17:05,2024-09-01 20:02,2024-09-01 20:16,14,Maintenance,False,False,Boeing 777,N93790,581
1727178,United,5517,ORD,JFK,2024-09-01 17:34,2024-09-01 17:36,2024-09-01 23:34,2024-09-01 23:32,-2,,True,False,Boeing 777,N44688,1966
1727179,American Airlines,7987,JFK,SFO,2024-09-01 12:39,2024-09-01 12:55,2024-09-01 17:39,2024-09-01 17:39,0,,True,False,Boeing 777,N91222,1878
1727180,Delta,9577,ATL,BOS,2024-09-01 19:50,2024-09-01 19:57,2024-09-02 00:50,2024-09-02 00:43,-7,,True,False,Airbus A320,N43757,2596
1727181,American Airlines,3675,ORD,SFO,2024-09-01 05:46,2024-09-01 05:49,2024-09-01 08:46,2024-09-01 09:08,22,Maintenance,False,True,Boeing 737,N49597,1578
1727182,Southwest,1828,DFW,MIA,2024-09-01 15:02,2024-09-01 15:21,2024-09-01 18:02,2024-09-01 18:12,10,Air Traffic Control,True,True,Boeing 737,N29016,1918
1727183,American Airlines,5403,LAX,SFO,2024-09-01 15:49,2024-09-01 16:04,2024-09-01 18:49,2024-09-01 19:00,11,Maintenance,True,True,Boeing 737,N91413,2267
1727184,United,6532,ATL,JFK,2024-09-01 01:24,2024-09-01 01:42,2024-09-01 03:24,2024-09-01 03:15,-9,,True,False,Boeing 777,N15198,2996
1727185,Delta,1277,DFW,JFK,2024-09-01 06:26,2024-09-01 06:29,2024-09-01 09:26,2024-09-01 09:17,-9,,True,True,Boeing 737,N14959,1220
1727186,American Airlines,9429,LAX,MIA,2024-09-01 09:56,2024-09-01 09:56,2024-09-01 15:56,2024-09-01 16:01,5,Air Traffic Control,False,False,Boeing 737,N76201,2039
1727187,American Airlines,4001,DFW,SEA,2024-09-01 17:43,2024-09-01 18:11,2024-09-01 18:43,2024-09-01 18:44,1,Maintenance,False,True,Boeing 737,N55398,2202
1727188,Delta,6347,DFW,BOS,2024-09-01 16:27,2024-09-01 16:55,2024-09-01 21:27,2024-09-01 21:53,26,Maintenance,True,False,Airbus A320,N39233,1531
1727189,American Airlines,5888,ATL,BOS,2024-09-01 20:06,2024-09-01 20:31,2024-09-01 23:06,2024-09-01 23:25,19,Maintenance,False,True,Boeing 777,N45141,2048
1727190,Southwest,5563,JFK,SEA,2024-09-01 01:57,2024-09-01 01:58,2024-09-01 07:57,2024-09-01 07:51,-6,,True,True,Boeing 777,N77545,824
1727191,Southwest,0971,ATL,BOS,2024-09-01 14:45,2024-09-01 15:14,2024-09-01 16:45,2024-09-01 16:46,1,Maintenance,False,True,Airbus A320,N23435,1272
1727192,Southwest,9429,JFK,SEA,2024-09-01 00:21,2024-09-01 00:24,2024-09-01 01:21,2024-09-01 01:48,27,Weather,True,True,Boeing 737,N79958,201
1727193,Southwest,7969,ORD,SEA,2024-09-01 11:10,2024-09-01 11:28,2024-09-01 17:10,2024-09-01 17:36,26,Maintenance,False,False,Boeing 737,N72052,901
1727194,American Airlines,7512,DFW,SFO,2024-09-01 18:18,2024-09-01 18:44,2024-09-01 20:18,2024-09-01 20:08,-10,,True,True,Boeing 777,N32610,2560
1727195,United,6416,ATL,SFO,2024-09-01 15:35,2024-09-01 15:56,2024-09-01 16:35,2024-09-01 16:28,-7,,False,False,Airbus A320,N20813,1857
1727196,American Airlines,4777,LAX,MIA,2024-09-01 23:27,2024-09-01 23:55,2024-09-02 03:27,2024-09-02 03:28,1,Air Traffic Control,False,False,Airbus A320,N59911,2441
1727197,Southwest,1832,ORD,JFK,2024-09-01 06:51,2024-09-01 06:56,2024-09-01 08:51,2024-09-01 08:46,-5,,False,False,Boeing 737,N95605,1193
1727198,United,0161,DFW,SEA,2024-09-01 13:28,2024-09-01 13:52,2024-09-01 16:28,2024-09-01 16:53,25,Maintenance,False,False,Airbus A320,N88232,2211
1727199,United,2784,LAX,SFO,2024-09-01 13:41,2024-09-01 13:50,2024-09-01 17:41,2024-09-01 17:57,16,Air Traffic Control,False,False,Boeing 777,N91066,1798
1727200,Delta,4679,ORD,BOS,2024-09-01 17:44,2024-09-01 18:09,2024-09-01 23:44,2024-09-02 00:11,27,Maintenance,True,False,Airbus A320,N28309,1722
1727201,Southwest,8029,JFK,BOS,2024-09-01 04:50,2024-09-01 05:17,2024-09-01 05:50,2024-09-01 06:14,24,Weather,False,False,Airbus A320,N13462,2310
1727202,American Airlines,2210,DFW,JFK,2024-09-01 20:29,2024-09-01 20:41,2024-09-01 21:29,2024-09-01 21:36,7,Air Traffic Control,False,True,Boeing 777,N24532,1774
1727203,United,9887,JFK,JFK,2024-09-01 23:07,2024-09-01 23:17,2024-09-02 00:07,2024-09-02 00:36,29,Maintenance,False,False,Boeing 737,N49729,2108
1727204,Southwest,8269,DFW,JFK,2024-09-01 10:38,2024-09-01 10:59,2024-09-01 11:38,2024-09-01 12:05,27,Air Traffic Control,False,True,Boeing 777,N90518,508
1727205,Southwest,5449,DFW,JFK,2024-09-01 11:27,2024-09-01 11:44,2024-09-01 17:27,2024-09-01 17:45,18,Maintenance,False,True,Airbus A320,N81186,471
1727206,United,1387,ORD,MIA,2024-09-01 19:00,2024-09-01 19:19,2024-09-02 01:00,2024-09-02 01:02,2,Air Traffic Control,False,False,Airbus A320,N75927,2164
1727207,American Airlines,1593,ORD,BOS,2024-09-01 06:53,2024-09-01 06:56,2024-09-01 10:53,2024-09-01 11:03,10,Maintenance,False,False,Boeing 737,N88339,997
1727208,American Airlines,5900,LAX,SFO,2024-09-01 04:54,2024-09-01 04:57,2024-09-01 10:54,2024-09-01 11:16,22,Maintenance,True,False,Airbus A320,N88845,2077
1727209,American Airlines,4582,DFW,SFO,2024-09-01 09:47,2024-09-01 10:07,2024-09-01 12:47,2024-09-01 13:13,26,Weather,False,False,Airbus A320,N25827,271
1727210,United,4776,JFK,BOS,2024-09-01 10:25,2024-09-01 10:32,2024-09-01 11:25,2024-09-01 11:15,-10,,True,False,Airbus A320,N28426,2940
1727211,Southwest,1566,LAX,JFK,2024-09-01 00:48,2024-09-01 00:52,2024-09-01 05:48,2024-09-01 06:04,16,Weather,True,True,Boeing 737,N96214,2807
1727212,Southwest,2781,DFW,BOS,2024-09-01 10:05,2024-09-01 10:16,2024-09-01 14:05,2024-09-01 14:05,0,,True,True,Boeing 737,N37841,2143
1727213,Delta,9747,JFK,SFO,2024-09-01 01:04,2024-09-01 01:09,2024-09-01 05:04,2024-09-01 05:33,29,Maintenance,False,True,Boeing 737,N34592,2845
1727214,Delta,5718,ATL,JFK,2024-09-01 13:32,2024-09-01 13:39,2024-09-01 19:32,2024-09-01 19:39,7,Weather,False,True,Airbus A320,N87879,2807
1727215,Delta,5151,LAX,SEA,2024-09-01 14:13,2024-09-01 14:19,2024-09-01 18:13,2024-09-01 18:31,18,Maintenance,True,True,Boeing 777,N79299,1990
1727216,Delta,6745,JFK,MIA,2024-09-01 21:31,2024-09-01 21:39,2024-09-01 22:31,2024-09-01 22:49,18,Weather,False,True,Airbus A320,N63356,1403
1727217,United,0059,ATL,SFO,2024-09-01 07:18,2024-09-01 07:30,2024-09-01 11:18,2024-09-01 11:12,-6,,True,True,Boeing 737,N10507,2134
1727218,American Airlines,2760,DFW,BOS,2024-09-01 13:59,2024-09-01 14:28,2024-09-01 15:59,2024-09-01 16:15,16,Maintenance,True,False,Boeing 777,N19665,820
1727219,United,0728,ORD,JFK,2024-09-01 09:28,2024-09-01 09:29,2024-09-01 10:28,2024-09-01 10:45,17,Weather,False,True,Boeing 777,N41284,448
1727220,United,1320,DFW,SFO,2024-09-01 14:14,2024-09-01 14:22,2024-09-01 20:14,2024-09-01 20:29,15,Maintenance,True,False,Boeing 737,N95360,2437
1727221,Delta,1547,ATL,SEA,2024-09-01 09:20,2024-09-01 09:39,2024-09-01 14:20,2024-09-01 14:44,24,Weather,True,True,Boeing 737,N10079,2710
1727222,Delta,1631,JFK,JFK,2024-09-01 12:33,2024-09-01 12:37,2024-09-01 14:33,2024-09-01 14:40,7,Air Traffic Control,True,True,Airbus A320,N55724,1731
1727223,American Airlines,9569,LAX,MIA,2024-09-01 18:52,2024-09-01 19:02,2024-09-01 20:52,2024-09-01 21:06,14,Weather,True,True,Boeing 737,N23332,1986
1727224,Southwest,7686,ATL,JFK,2024-09-01 06:06,2024-09-01 06:09,2024-09-01 08:06,2024-09-01 08:09,3,Air Traffic Control,True,False,Boeing 777,N62587,578
1727225,American Airlines,0504,ATL,BOS,2024-09-01 00:19,2024-09-01 00:41,2024-09-01 02:19,2024-09-01 02:09,-10,,True,True,Boeing 777,N66735,958
1727226,United,4957,JFK,SFO,2024-09-01 13:38,2024-09-01 13:56,2024-09-01 19:38,2024-09-01 19:39,1,Air Traffic Control,True,True,Airbus A320,N17809,367
1727227,United,1015,ATL,BOS,2024-09-01 00:07,2024-09-01 00:33,2024-09-01 04:07,2024-09-01 04:27,20,Air Traffic Control,True,True,Boeing 737,N89294,916
1727228,Delta,2955,ATL,JFK,2024-09-01 01:05,2024-09-01 01:17,2024-09-01 02:05,2024-09-01 02:04,-1,,False,False,Boeing 777,N93565,1544
1727229,Delta,7663,ATL,BOS,2024-09-01 04:40,2024-09-01 04:57,2024-09-01 06:40,2024-09-01 07:10,30,Air Traffic Control,True,False,Boeing 737,N68377,473
1727230,American Airlines,8070,ATL,JFK,2024-09-01 03:01,2024-09-01 03:08,2024-09-01 05:01,2024-09-01 05:03,2,Maintenance,False,False,Airbus A320,N46128,490
1727231,American Airlines,3429,JFK,MIA,2024-09-01 23:40,2024-09-01 23:57,2024-09-02 02:40,2024-09-02 02:44,4,Maintenance,True,False,Airbus A320,N83014,1273
1727232,Delta,0634,JFK,SFO,2024-09-01 14:21,2024-09-01 14:31,2024-09-01 16:21,2024-09-01 16:44,23,Maintenance,True,True,Airbus A320,N67415,2075
1727233,United,2561,ORD,SEA,2024-09-01 14:36,2024-09-01 15:04,2024-09-01 18:36,2024-09-01 18:47,11,Weather,False,True,Boeing 737,N97908,1741
1727234,United,7361,DFW,JFK,2024-09-01 06:54,2024-09-01 07:01,2024-09-01 10:54,2024-09-01 11:07,13,Maintenance,True,False,Boeing 777,N47153,1247
1727235,American Airlines,7386,ORD,JFK,2024-09-01 17:49,2024-09-01 18:04,2024-09-01 20:49,2024-09-01 20:44,-5,,True,True,Boeing 737,N83638,1327
1727236,Delta,7004,LAX,BOS,2024-09-01 01:15,2024-09-01 01:45,2024-09-01 02:15,2024-09-01 02:11,-4,,True,False,Boeing 777,N95742,1736
1727237,United,6746,JFK,BOS,2024-09-01 12:23,2024-09-01 12:28,2024-09-01 15:23,2024-09-01 15:37,14,Maintenance,False,True,Airbus A320,N38793,2964
1727238,United,4462,DFW,BOS,2024-09-01 00:45,2024-09-01 00:55,2024-09-01 06:45,2024-09-01 07:02,17,Air Traffic Control,True,True,Boeing 737,N43783,1889
1727239,American Airlines,2119,LAX,BOS,2024-09-01 10:06,2024-09-01 10:31,2024-09-01 11:06,2024-09-01 11:00,-6,,False,True,Boeing 737,N71381,2196
1727240,Southwest,0652,JFK,SEA,2024-09-01 15:08,2024-09-01 15:31,2024-09-01 18:08,2024-09-01 17:58,-10,,False,True,Airbus A320,N83505,107
1727241,Southwest,9407,LAX,BOS,2024-09-01 13:25,2024-09-01 13:42,2024-09-01 19:25,2024-09-01 19:44,19,Weather,True,True,Airbus A320,N81732,1925
1727242,American Airlines,1454,DFW,BOS,2024-09-01 16:05,2024-09-01 16:17,2024-09-01 22:05,2024-09-01 22:08,3,Air Traffic Control,False,False,Airbus A320,N51302,2407
1727243,United,5422,ORD,SFO,2024-09-01 08:35,2024-09-01 09:02,2024-09-01 13:35,2024-09-01 13:42,7,Weather,False,False,Boeing 737,N83167,872
1727244,American Airlines,7006,ORD,SFO,2024-09-01 19:00,2024-09-01 19:03,2024-09-01 21:00,2024-09-01 21:20,20,Weather,True,False,Airbus A320,N97986,1113
1727245,Delta,8223,LAX,JFK,2024-09-01 17:47,2024-09-01 18:06,2024-09-01 18:47,2024-09-01 18:54,7,Air Traffic Control,False,True,Boeing 777,N99842,267
1727246,Southwest,2189,JFK,SEA,2024-09-01 06:38,2024-09-01 06:45,2024-09-01 11:38,2024-09-01 11:29,-9,,True,False,Boeing 737,N86213,223
1727247,Southwest,3324,LAX,BOS,2024-09-01 13:02,2024-09-01 13:31,2024-09-01 15:02,2024-09-01 15:21,19,Maintenance,False,False,Airbus A320,N91287,111
1727248,Delta,0823,JFK,SFO,2024-09-01 22:21,2024-09-01 22:34,2024-09-02 02:21,2024-09-02 02:30,9,Maintenance,False,True,Boeing 777,N14453,2195
1727249,Southwest,0039,JFK,BOS,2024-09-01 10:24,2024-09-01 10:26,2024-09-01 15:24,2024-09-01 15:18,-6,,True,False,Boeing 737,N80450,389
